sku,product_name,product_name_ar,price,processed_product_name,processed_product_name_ar,combined_master_name,master_dosage,master_form
377,ATOREZA 10 MG/10 28 TAB,اتوريزا 10/10 مجم 28 قرص,166.0,atoreza 10 mg 10 28 tablet,اتوريزا 1010 mg 28 tablet,اتوريزا 10/10 مجم 28 قرص ATOREZA 10 MG/10 28 TAB,10MG,
1312,MOSAPRIDE 5 MG 30 TAB,موزابرايد 5 مجم 30 قرص,91.5,mosapride 5 mg 30 tablet,موزابرايد 5 mg 30 tablet,موزابرايد 5 مجم 30 قرص MOSAPRIDE 5 MG 30 TAB,5MG,
383,VIAGRA 50 MG 4 TAB,فياجرا 50 مجم 4 اقراص,78.0,viagra 50 mg 4 tablet,فياجرا 50 mg 4 tablet,فياجرا 50 مجم 4 اقراص VIAGRA 50 MG 4 TAB,50MG,
1316,ERASTAPEX 40 MG 30 TAB,ايراستابكس 40 مجم 30 قرص,69.0,erastapex 40 mg 30 tablet,ايراستابكس 40 mg 30 tablet,ايراستابكس 40 مجم 30 قرص ERASTAPEX 40 MG 30 TAB,40MG,
1317,TORSERETIC 10 MG 30 TAB,تورسيريتك 10 مجم 30 قرص,93.0,torseretic 10 mg 30 tablet,تورسيريتك 10 mg 30 tablet,تورسيريتك 10 مجم 30 قرص TORSERETIC 10 MG 30 TAB,10MG,
1322,ESTOHALT 40 MG 14 CAP,استوهالت 40 مجم 14 كبسول,56.5,estohalt 40 mg 14 capsule,استوهالت 40 mg 14 كبسول,استوهالت 40 مجم 14 كبسول ESTOHALT 40 MG 14 CAP,40MG,
1323,MOBITIL 15 MG 10 TAB,موبيتيل 15 مجم 10 قرص,23.5,mobitil 15 mg 10 tablet,موبيتيل 15 mg 10 tablet,موبيتيل 15 مجم 10 قرص MOBITIL 15 MG 10 TAB,15MG,
1326,TORSERETIC 100 MG 30 TAB,تورسيريتك 100مجم 30 قرص,195.0,torseretic 100 mg 30 tablet,تورسيريتك 100مجم 30 tablet,تورسيريتك 100مجم 30 قرص TORSERETIC 100 MG 30 TAB,100MG,
1328,BLOKATENS 10 MG/160 28 TAB,بلوكاتنس 10/160مجم 28 قرص,160.0,blokatens 10 mg 160 28 tablet,بلوكاتنس 10160مجم 28 tablet,بلوكاتنس 10/160مجم 28 قرص BLOKATENS 10 MG/160 28 TAB,10MG,
1329,EFEXOR XR 75 MG 14 CAP,افيكسور اكس آر 75 مجم 14 كبسول,122.0,efexor xr 75 mg 14 capsule,افيكسور اكس آر 75 mg 14 كبسول,افيكسور اكس آر 75 مجم 14 كبسول EFEXOR XR 75 MG 14 CAP,75MG,
1335,SOFENACIN 10 MG 20 TAB,سوفيناسين 10 مجم 20 قرص,122.0,sofenacin 10 mg 20 tablet,سوفيناسين 10 mg 20 tablet,سوفيناسين 10 مجم 20 قرص SOFENACIN 10 MG 20 TAB,10MG,
1337,AQUA PLUS SYRUP 100 ML,اكوا بلس شراب 100 مل,45.0,aqua plus syrup 100 ml,اكوا بلس syrup 100 ml,اكوا بلس شراب 100 مل AQUA PLUS SYRUP 100 ML,100ML,SYRUP
415,BIOVIT-12 DEPOT I.M. 2 AMP.,بيوفيت 12 ديبو 2 امبول عضل,19.0,biovit12 depot im 2 ampoule,بيوفيت 12 ديبو 2 ampoule عضل,بيوفيت 12 ديبو 2 امبول عضل BIOVIT-12 DEPOT I.M. 2 AMP.,,
417,DIACEREIN 50 MG 30 CAP,دياسيرين 50 مجم 30 كبسول,115.5,diacerein 50 mg 30 capsule,دياسيرين 50 mg 30 كبسول,دياسيرين 50 مجم 30 كبسول DIACEREIN 50 MG 30 CAP,50MG,
421,NEURONTIN 300 MG 20 CAP,نيورونتين 300 مجم 20 كبسول,80.0,neurontin 300 mg 20 capsule,نيورونتين 300 mg 20 كبسول,نيورونتين 300 مجم 20 كبسول NEURONTIN 300 MG 20 CAP,300MG,
1356,ALKAPRIDE SCORED 50 MG 30 TAB,الكابرايد 50 مجم 30 قرص,61.5,alkapride scored 50 mg 30 tablet,الكابرايد 50 mg 30 tablet,الكابرايد 50 مجم 30 قرص ALKAPRIDE SCORED 50 MG 30 TAB,50MG,
1357,NEVILOB PLU.5/ 25 MG 20 TAB,نيفيلوب بلس 0.5-25 مجم 20 قرص,92.0,nevilob plu5 25 mg 20 tablet,نيفيلوب بلس 0525 mg 20 tablet,نيفيلوب بلس 0.5-25 مجم 20 قرص NEVILOB PLU.5/ 25 MG 20 TAB,25MG,
428,MYOFEN 30 CAP,ميوفين 30 كبسول,54.0,myofen 30 capsule,ميوفين 30 كبسول,ميوفين 30 كبسول MYOFEN 30 CAP,,
1367,ANTI-COX II 15 MG 30 TAB,انتيكوكس 15 مجم 30 قرص,73.5,anticox ii 15 mg 30 tablet,انتيكوكس 15 mg 30 tablet,انتيكوكس 15 مجم 30 قرص ANTI-COX II 15 MG 30 TAB,15MG,
444,LIBRAX 30 TAB,ليبراكس 30 قرص,48.0,librax 30 tablet,ليبراكس 30 tablet,ليبراكس 30 قرص LIBRAX 30 TAB,,
1385,ROSITOR 20 MG 14 TAB,روسيتور 20 مجم 14 قرص,58.0,rositor 20 mg 14 tablet,روسيتور 20 mg 14 tablet,روسيتور 20 مجم 14 قرص ROSITOR 20 MG 14 TAB,20MG,
457,ERASTAPEX PLUS 40 MG/12.5 TAB,ايراستابكس بلس 40/12.5 مجم 30 قرص,96.0,erastapex plus 40 mg 125 tablet,ايراستابكس بلس 40125 mg 30 tablet,ايراستابكس بلس 40/12.5 مجم 30 قرص ERASTAPEX PLUS 40 MG/12.5 TAB,40MG,
1394,ISOPTIN SR 240 MG 30 TAB,ايسوبتن ريتارد 240 مجم 30 قرص,97.5,isoptin sr 240 mg 30 tablet,ايسوبتن ريتارد 240 mg 30 tablet,ايسوبتن ريتارد 240 مجم 30 قرص ISOPTIN SR 240 MG 30 TAB,240MG,
1402,AVIVAVASC 10MG/160 MG 28 TAB,افيفافاسك 10/160 مجم 28 قرص,140.0,avivavasc 10mg160 mg 28 tablet,افيفافاسك 10160 mg 28 tablet,افيفافاسك 10/160 مجم 28 قرص AVIVAVASC 10MG/160 MG 28 TAB,10MG,
472,SERETIDE DISKUS 500 / 50 MCG 60 DOSE,سيريتايد ديسكس 500/50 مكجم 60 جرعة,316.0,seretide diskus 500 50 mcg 60 dose,سيريتايد ديسكس 50050 مكجم 60 جرعة,سيريتايد ديسكس 500/50 مكجم 60 جرعة SERETIDE DISKUS 500 / 50 MCG 60 DOSE,50MCG,
1408,URIPAN 5 MG 30 TAB,يوريبان 5 مجم 30 قرص,36.0,uripan 5 mg 30 tablet,يوريبان 5 mg 30 tablet,يوريبان 5 مجم 30 قرص URIPAN 5 MG 30 TAB,5MG,
477,JUSTECHOL 20 MG 14 TAB,جستيكول 20 مجم 14 قرص,80.0,justechol 20 mg 14 tablet,جستيكول 20 mg 14 tablet,جستيكول 20 مجم 14 قرص JUSTECHOL 20 MG 14 TAB,20MG,
478,SERETIDE DISKUS 250 / 50 MCG 60 DOSE,سيريتايد ديسكس 250/50 مكجم 60 جرعة,257.0,seretide diskus 250 50 mcg 60 dose,سيريتايد ديسكس 25050 مكجم 60 جرعة,سيريتايد ديسكس 250/50 مكجم 60 جرعة SERETIDE DISKUS 250 / 50 MCG 60 DOSE,50MCG,
481,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس بلس 50/850 مجم 30 قرص,192.0,gliptus plus 50850 mg 30 tablet,جليبتس بلس 50850 mg 30 tablet,جليبتس بلس 50/850 مجم 30 قرص GLIPTUS PLUS 50/850 MG 30 TAB,850MG,
1413,CALDIN-C 30 TAB,كالدين سي 30 قرص,73.0,caldinc 30 tablet,كالدين سي 30 tablet,كالدين سي 30 قرص CALDIN-C 30 TAB,,
1414,REVAREST VAGINAL DOUCHE 250 ML,ريفارست بلس غسول 250 مل,75.0,revarest vaginal douche 250 ml,ريفارست بلس غسول 250 ml,ريفارست بلس غسول 250 مل REVAREST VAGINAL DOUCHE 250 ML,250ML,
1420,SINOPRIL CO 30 TAB,سينوبريل-كو 12.5/20 مجم 30 قرص,105.0,sinopril co 30 tablet,سينوبريلكو 12520 mg 30 tablet,سينوبريل-كو 12.5/20 مجم 30 قرص SINOPRIL CO 30 TAB,,
490,FAKTU OINT. 30 GM,فاكتو مرهم 30 جم,76.0,faktu oint 30 gm,فاكتو ointment 30 g,فاكتو مرهم 30 جم FAKTU OINT. 30 GM,30G,
491,TADALONG 20 MG 4 TAB,تادالونج 20 مجم 4 قرص,84.0,tadalong 20 mg 4 tablet,تادالونج 20 mg 4 tablet,تادالونج 20 مجم 4 قرص TADALONG 20 MG 4 TAB,20MG,
1423,FLUXOPRIDE FAST 5 MG 30 ORO-DISPERSIBLE TAB,فلاكسوبرايد 5 مجم 30 قرص سريع الذوبان بالفم,52.5,fluxopride fast 5 mg 30 orodispersible tablet,فلاكسوبرايد 5 mg 30 tablet سريع الذوبان بالفم,فلاكسوبرايد 5 مجم 30 قرص سريع الذوبان بالفم FLUXOPRIDE FAST 5 MG 30 ORO-DISPERSIBLE TAB,5MG,
500,NORVASC 5 MG 30 TAB,نورفاسك 5 مجم 30 قرص,123.0,norvasc 5 mg 30 tablet,نورفاسك 5 mg 30 tablet,نورفاسك 5 مجم 30 قرص NORVASC 5 MG 30 TAB,5MG,
503,AMARYL 2 MG 30 TAB,اماريل 2 مجم 30 قرص,55.5,amaryl 2 mg 30 tablet,اماريل 2 mg 30 tablet,اماريل 2 مجم 30 قرص AMARYL 2 MG 30 TAB,2MG,
504,AGGREX 75 MG 60 TAB,اجركس 75 مجم 60 قرص,33.0,aggrex 75 mg 60 tablet,اجركس 75 mg 60 tablet,اجركس 75 مجم 60 قرص AGGREX 75 MG 60 TAB,75MG,
505,DOLPHIN 25 MG 10 SUPP.,دولفين 25 مجم 10 أقماع,38.0,dolphin 25 mg 10 supp,دولفين 25 mg 10 أقماع,دولفين 25 مجم 10 أقماع DOLPHIN 25 MG 10 SUPP.,25MG,
514,PEPON PLUS 20 CAP,بيبون بلس 20 كبسول,100.0,pepon plus 20 capsule,بيبون بلس 20 كبسول,بيبون بلس 20 كبسول PEPON PLUS 20 CAP,,
1446,ROSITOR 10 MG 14 TAB,روسيتور 10 مجم 14 قرص,41.0,rositor 10 mg 14 tablet,روسيتور 10 mg 14 tablet,روسيتور 10 مجم 14 قرص ROSITOR 10 MG 14 TAB,10MG,
1448,EXAMIDE 5 MG 30 TAB,اكساميد 5 مجم 30 قرص,48.0,examide 5 mg 30 tablet,اكساميد 5 mg 30 tablet,اكساميد 5 مجم 30 قرص EXAMIDE 5 MG 30 TAB,5MG,
533,AMIPRIDE 50 MG 20 TAB,اميبرايد 50 مجم 20 قرص,81.0,amipride 50 mg 20 tablet,اميبرايد 50 mg 20 tablet,اميبرايد 50 مجم 20 قرص AMIPRIDE 50 MG 20 TAB,50MG,
1471,EMPACOZA 25 MG 30 TAB,ايمباكوزا 25 مجم 30 قرص,240.0,empacoza 25 mg 30 tablet,ايمباكوزا 25 mg 30 tablet,ايمباكوزا 25 مجم 30 قرص EMPACOZA 25 MG 30 TAB,25MG,
1474,ELBAVIT SYRUP IRON 60 ML,البافيت بالحديد شراب 60 مل,27.0,elbavit syrup iron 60 ml,البافيت بالحديد syrup 60 ml,البافيت بالحديد شراب 60 مل ELBAVIT SYRUP IRON 60 ML,60ML,SYRUP
543,PRONTOGEST 100 MG/2 ML I.M.10 AMP.,برونتوجيست 100مجم / 2 مل 10 امبول,240.0,prontogest 100 mg 2 ml im10 ampoule,برونتوجيست 100مجم 2 ml 10 ampoule,برونتوجيست 100مجم / 2 مل 10 امبول PRONTOGEST 100 MG/2 ML I.M.10 AMP.,100MG,
1476,CLARITINE 5 MG/5ML SYRUP 100 ML,كلاريتين 1مجم/مل شراب 100 مل,40.0,claritine 5 mg 5ml syrup 100 ml,كلاريتين 1مجم ml syrup 100 ml,كلاريتين 1مجم/مل شراب 100 مل CLARITINE 5 MG/5ML SYRUP 100 ML,5MG,SYRUP
1479,TRITACE 1.25 MG 14 TAB,تريتاس 1.25 مجم 14 قرص,44.0,tritace 125 mg 14 tablet,تريتاس 125 mg 14 tablet,تريتاس 1.25 مجم 14 قرص TRITACE 1.25 MG 14 TAB,1.25MG,
550,ACHTENON 2 MG 20 TAB,اكتينون 2 مجم 20 قرص,34.5,achtenon 2 mg 20 tablet,اكتينون 2 mg 20 tablet,اكتينون 2 مجم 20 قرص ACHTENON 2 MG 20 TAB,2MG,
1484,MOBITIL 15 MG/1.5 ML 3 AMP.,موبيتيل 15 مجم / 1.5 مل 3 امبول,39.0,mobitil 15 mg 15 ml 3 ampoule,موبيتيل 15 mg 15 ml 3 ampoule,موبيتيل 15 مجم / 1.5 مل 3 امبول MOBITIL 15 MG/1.5 ML 3 AMP.,15MG,
1494,X-TENSION PLUS 300MG/12.5 MG 28 TAB,اكس تينشن بلس 300/12.5 مجم 28 قرص,108.0,xtension plus 300mg125 mg 28 tablet,اكس تينشن بلس 300125 mg 28 tablet,اكس تينشن بلس 300/12.5 مجم 28 قرص X-TENSION PLUS 300MG/12.5 MG 28 TAB,300MG,
1505,TRITACE COMP 5/25 MG 14 TAB,تريتاس كومب 5/25مجم 14 قرص,89.0,tritace comp 525 mg 14 tablet,تريتاس كومب 525مجم 14 tablet,تريتاس كومب 5/25مجم 14 قرص TRITACE COMP 5/25 MG 14 TAB,25MG,
573,PROSTRIDE 5 MG 30 CAP,بروستريد 5 مجم 30 كبسولة,136.5,prostride 5 mg 30 capsule,بروستريد 5 mg 30 capsule,بروستريد 5 مجم 30 كبسولة PROSTRIDE 5 MG 30 CAP,5MG,
1513,CANDALKAN 16 MG 14 TAB,كاندلكان 16 مجم 14 قرص,60.0,candalkan 16 mg 14 tablet,كاندلكان 16 mg 14 tablet,كاندلكان 16 مجم 14 قرص CANDALKAN 16 MG 14 TAB,16MG,
1517,GLYCODAL 30 CHEWABLE TAB,جليكودال 30 قرص مضغ,57.0,glycodal 30 chewable tablet,جليكودال 30 tablet مضغ,جليكودال 30 قرص مضغ GLYCODAL 30 CHEWABLE TAB,,
585,OSTEOCARE SYRUP 120 ML,اوستيوكير شراب 120 مل,65.0,osteocare syrup 120 ml,اوستيوكير syrup 120 ml,اوستيوكير شراب 120 مل OSTEOCARE SYRUP 120 ML,120ML,SYRUP
588,ZINC OLIVE BABY CREAM 75 GM,زنك اوليف كريم 75 جرام,69.0,zinc olive baby cream 75 gm,زنك اوليف cream 75 جرام,زنك اوليف كريم 75 جرام ZINC OLIVE BABY CREAM 75 GM,75G,CREAM
1522,HYDROFERRIN 50MG/ML ORAL DROPS 30 ML,هيدروفيرين 50مجم/مل نقط بالفم 30 مل,44.0,hydroferrin 50mg ml oral drops 30 ml,هيدروفيرين 50مجم ml نقط بالفم 30 ml,هيدروفيرين 50مجم/مل نقط بالفم 30 مل HYDROFERRIN 50MG/ML ORAL DROPS 30 ML,50MG,DROPS
596,BRISTAFLAM 100 MG 20 TAB,بريستافلام 100 مجم 20 قرص,70.0,bristaflam 100 mg 20 tablet,بريستافلام 100 mg 20 tablet,بريستافلام 100 مجم 20 قرص BRISTAFLAM 100 MG 20 TAB,100MG,
1534,ROMANTIGRA 20 MG 4 TAB,رومانتيجرا 20 مجم 4 قرص,37.5,romantigra 20 mg 4 tablet,رومانتيجرا 20 mg 4 tablet,رومانتيجرا 20 مجم 4 قرص ROMANTIGRA 20 MG 4 TAB,20MG,
1538,ANTOPRAL 20 MG 14 TAB,انتوبرال 20 مجم 14 قرص,61.0,antopral 20 mg 14 tablet,انتوبرال 20 mg 14 tablet,انتوبرال 20 مجم 14 قرص ANTOPRAL 20 MG 14 TAB,20MG,
614,CHOLEROSE 20 MG 21 TAB,كوليروز 20 مجم 21 قرص,132.0,cholerose 20 mg 21 tablet,كوليروز 20 mg 21 tablet,كوليروز 20 مجم 21 قرص CHOLEROSE 20 MG 21 TAB,20MG,
622,VISCERALGINE 50 MG 20 TAB,فيسرالجين 50 مجم 20 قرص,42.0,visceralgine 50 mg 20 tablet,فيسرالجين 50 mg 20 tablet,فيسرالجين 50 مجم 20 قرص VISCERALGINE 50 MG 20 TAB,50MG,
624,AMIGRAINE 30 TAB,اميجران ادكو 30 قرص,63.0,amigraine 30 tablet,اميجران ادكو 30 tablet,اميجران ادكو 30 قرص AMIGRAINE 30 TAB,,
639,ATOR 10 MG 7 TAB,اتور 10 مجم 7 قرص,33.0,ator 10 mg 7 tablet,اتور 10 mg 7 tablet,اتور 10 مجم 7 قرص ATOR 10 MG 7 TAB,10MG,
1573,AMARYL 1 MG 30 TAB,اماريل 1 مجم 30 قرص,26.5,amaryl 1 mg 30 tablet,اماريل 1 mg 30 tablet,اماريل 1 مجم 30 قرص AMARYL 1 MG 30 TAB,1MG,
1574,METACARDIA MR 35 MG 30 TAB,ميتاكارديا ام آر 35 مجم 30 قرص,60.0,metacardia mr 35 mg 30 tablet,ميتاكارديا ام آر 35 mg 30 tablet,ميتاكارديا ام آر 35 مجم 30 قرص METACARDIA MR 35 MG 30 TAB,35MG,
1575,HEALSEC 40 MG 14 CAP,هيلسيك 40 مجم 14 كبسولة,73.0,healsec 40 mg 14 capsule,هيلسيك 40 mg 14 capsule,هيلسيك 40 مجم 14 كبسولة HEALSEC 40 MG 14 CAP,40MG,
1579,ERECTALIS 20 MG 2 TAB,اريكتاليس 20 مجم 2 قرص,50.0,erectalis 20 mg 2 tablet,اريكتاليس 20 mg 2 tablet,اريكتاليس 20 مجم 2 قرص ERECTALIS 20 MG 2 TAB,20MG,
660,DURJOY 60 MG 3 TAB,ديورجوي 60 مجم 3 قرص,59.5,durjoy 60 mg 3 tablet,ديورجوي 60 mg 3 tablet,ديورجوي 60 مجم 3 قرص DURJOY 60 MG 3 TAB,60MG,
1594,AVOSOYA 300 MG 30 CAP,افوصويا 30 كبسولة,350.0,avosoya 300 mg 30 capsule,افوصويا 30 capsule,افوصويا 30 كبسولة AVOSOYA 300 MG 30 CAP,300MG,
1603,SPANIELA MR 35 MG 30 TAB,سبانيلا ام آر 35 مجم 30 قرص,39.0,spaniela mr 35 mg 30 tablet,سبانيلا ام آر 35 mg 30 tablet,سبانيلا ام آر 35 مجم 30 قرص SPANIELA MR 35 MG 30 TAB,35MG,
1611,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان بلس 32/12.5 مجم 14 قرص,102.0,candalkan plus 32mg125 mg 14 tablet,كاندلكان بلس 32125 mg 14 tablet,كاندلكان بلس 32/12.5 مجم 14 قرص CANDALKAN PLUS 32MG/12.5 MG 14 TAB,32MG,
1619,ASPRICARLO 81 MG 30 CHEWABLE TAB,اسبريكارلو 81 مجم 30 قرص للمضغ,28.5,aspricarlo 81 mg 30 chewable tablet,اسبريكارلو 81 mg 30 tablet للمضغ,اسبريكارلو 81 مجم 30 قرص للمضغ ASPRICARLO 81 MG 30 CHEWABLE TAB,81MG,
1626,LASILACTONE 100 MG 30 TAB,لازيلاكتون 100/20مجم 30 قرص,100.5,lasilactone 100 mg 30 tablet,لازيلاكتون 10020مجم 30 tablet,لازيلاكتون 100/20مجم 30 قرص LASILACTONE 100 MG 30 TAB,100MG,
701,BRAVAMAX 200 MG 10 TAB,برافاماكس 200 مجم 10 قرص,122.0,bravamax 200 mg 10 tablet,برافاماكس 200 mg 10 tablet,برافاماكس 200 مجم 10 قرص BRAVAMAX 200 MG 10 TAB,200MG,
712,NEUROPATEX 600 MG 20 CAP,نيوروباتكس 600 مجم 20 كبسول,134.0,neuropatex 600 mg 20 capsule,نيوروباتكس 600 mg 20 كبسول,نيوروباتكس 600 مجم 20 كبسول NEUROPATEX 600 MG 20 CAP,600MG,
1649,FELDENE 20 MG/ML I.M 3 AMP.,فلدين 20 مجم / مل 3 امبول عضل,31.5,feldene 20 mg ml im 3 ampoule,فلدين 20 mg ml 3 ampoule عضل,فلدين 20 مجم / مل 3 امبول عضل FELDENE 20 MG/ML I.M 3 AMP.,20MG,
1651,CAL-PREG 500 MG 30 TAB,كال - بريج 30 قرص,65.0,calpreg 500 mg 30 tablet,كال بريج 30 tablet,كال - بريج 30 قرص CAL-PREG 500 MG 30 TAB,500MG,
733,TEBONINA FORT 40 MG 20 TAB,تيبونينا فورت 40 مجم 20 قرص,90.0,tebonina fort 40 mg 20 tablet,تيبونينا فورت 40 mg 20 tablet,تيبونينا فورت 40 مجم 20 قرص TEBONINA FORT 40 MG 20 TAB,40MG,
1666,FLAGELLAT FORTE 200 MG/5 ML SUSP. 100 ML,فلاجيلات فورت 200 مجم / 5 مل شراب معلق 100 مل,32.0,flagellat forte 200 mg 5 ml suspension 100 ml,فلاجيلات فورت 200 mg 5 ml syrup suspension 100 ml,فلاجيلات فورت 200 مجم / 5 مل شراب معلق 100 مل FLAGELLAT FORTE 200 MG/5 ML SUSP. 100 ML,200MG,GEL
1675,ADWIFLAM 75 MG/3 ML 6 AMP.,ادويفلام 75مجم/3مل 6 امبول,72.0,adwiflam 75 mg 3 ml 6 ampoule,ادويفلام 75مجم3مل 6 ampoule,ادويفلام 75مجم/3مل 6 امبول ADWIFLAM 75 MG/3 ML 6 AMP.,75MG,
744,KETOLAC 10 MG 20 TAB,كيتولاك 10 مجم 20 قرص,38.0,ketolac 10 mg 20 tablet,كيتولاك 10 mg 20 tablet,كيتولاك 10 مجم 20 قرص KETOLAC 10 MG 20 TAB,10MG,
747,ANTI-COX II 15 MG/3 ML 6 AMP,انتيكوكس 15مجم/3مل 6 امبول عضل,78.0,anticox ii 15 mg 3 ml 6 ampoule,انتيكوكس 15مجم3مل 6 ampoule عضل,انتيكوكس 15مجم/3مل 6 امبول عضل ANTI-COX II 15 MG/3 ML 6 AMP,15MG,
762,OTRIVIN BABY SALINE NASAL DROP 15 ML,اوتريفين بيبي سالين نقط أنف 15 مل,13.0,otrivin baby saline nasal drops 15 ml,اوتريفين بيبي سالين نقط أنف 15 ml,اوتريفين بيبي سالين نقط أنف 15 مل OTRIVIN BABY SALINE NASAL DROP 15 ML,15ML,
1701,DOWNOPRAZOL 20MG/110 MG 14 CAP,داونوبرازول 20/1100 مجم 14 كبسول,74.0,downoprazol 20mg110 mg 14 capsule,داونوبرازول 201100 mg 14 كبسول,داونوبرازول 20/1100 مجم 14 كبسول DOWNOPRAZOL 20MG/110 MG 14 CAP,20MG,
771,MESOCEPT 50/5MG I.M. AMP.,ميزوسيبت 1 امبول,23.5,mesocept 505mg im ampoule,ميزوسيبت 1 ampoule,ميزوسيبت 1 امبول MESOCEPT 50/5MG I.M. AMP.,5MG,
775,DOXIRAZOL 60 MG 14 CAP,دوكسيرازول 60 مجم 14 كبسول,72.75,doxirazol 60 mg 14 capsule,دوكسيرازول 60 mg 14 كبسول,دوكسيرازول 60 مجم 14 كبسول DOXIRAZOL 60 MG 14 CAP,60MG,
1707,LEVANIC 500 MG 7 TAB,ليفانيك 500 مجم 7 قرص,63.0,levanic 500 mg 7 tablet,ليفانيك 500 mg 7 tablet,ليفانيك 500 مجم 7 قرص LEVANIC 500 MG 7 TAB,500MG,
1721,GLYCERIN INFANTILE -PHARCO 5 SUPP.,جليسرين - فاركو 5 اقماع للاطفال,7.0,glycerin infantile pharco 5 supp,جليسرين فاركو 5 اقماع للاطفال,جليسرين - فاركو 5 اقماع للاطفال GLYCERIN INFANTILE -PHARCO 5 SUPP.,,
1724,CIPROFLOXACIN-ORGANO  750 MG 10 TAB,سيبروفلوكساسين-اورجانو 750 مجم 10 قرص,89.0,ciprofloxacinorgano 750 mg 10 tablet,سيبروفلوكساسيناورجانو 750 mg 10 tablet,سيبروفلوكساسين-اورجانو 750 مجم 10 قرص CIPROFLOXACIN-ORGANO  750 MG 10 TAB,750MG,
796,VENTAL SPRAY 200 DOSE,فنتال بخاخ انف 100 مكجم / 200 جرعة,50.0,vental spray 200 dose,فنتال بخاخ انف 100 مكجم 200 جرعة,فنتال بخاخ انف 100 مكجم / 200 جرعة VENTAL SPRAY 200 DOSE,,
1738,CO- AVAZIR EYE DROP 10 ML,كو افازير قطرة عين 10 مل,29.0,co avazir eye drops 10 ml,كو افازير drops عين 10 ml,كو افازير قطرة عين 10 مل CO- AVAZIR EYE DROP 10 ML,10ML,
1746,FORMOHAL 12 MCG 30 INHALE CAP,فورموهال 12 مكجم 30 كبسول للاستنشاق,151.0,formohal 12 mcg 30 inhale capsule,فورموهال 12 مكجم 30 كبسول للاستنشاق,فورموهال 12 مكجم 30 كبسول للاستنشاق FORMOHAL 12 MCG 30 INHALE CAP,12MCG,
1751,PRONTOPLUS 20 TAB,برونتو بلس 20 قرص,26.0,prontoplus 20 tablet,برونتو بلس 20 tablet,برونتو بلس 20 قرص PRONTOPLUS 20 TAB,,
821,TARGOFLOXIN 750 MG 10 TAB,تارجوفلوكسين 750 مجم 10قرص,188.0,targofloxin 750 mg 10 tablet,تارجوفلوكسين 750 mg 10قرص,تارجوفلوكسين 750 مجم 10قرص TARGOFLOXIN 750 MG 10 TAB,750MG,
1757,LUBRIVISC 0.1% EYE DROPS 10 ML	,لوبريفيسك 0.1% قطرة عين 10 مل,32.0,lubrivisc 01% eye drops 10 ml,لوبريفيسك 01% drops عين 10 ml,لوبريفيسك 0.1% قطرة عين 10 مل LUBRIVISC 0.1% EYE DROPS 10 ML	,0.1%,DROPS
1764,LEE-FLOX 750 MG 7 TAB,لى-فلوكس 750 مجم 7 قرص,101.0,leeflox 750 mg 7 tablet,لىفلوكس 750 mg 7 tablet,لى-فلوكس 750 مجم 7 قرص LEE-FLOX 750 MG 7 TAB,750MG,
836,TRILLERG EYE DROPS 10 ML,تراى ليرج قطرة 10 مل,24.0,trillerg eye drops 10 ml,تراى ليرج drops 10 ml,تراى ليرج قطرة 10 مل TRILLERG EYE DROPS 10 ML,10ML,DROPS
843,ATACAND 16 MG 14 TAB,اتاكاند 16 مجم 14 قرص,116.0,atacand 16 mg 14 tablet,اتاكاند 16 mg 14 tablet,اتاكاند 16 مجم 14 قرص ATACAND 16 MG 14 TAB,16MG,
1778,GYNOCONAZOL 0.8%VAGINAL CREAM 30 GM,جينوكونازول 0.8 % كريم مهبلي 30 جم,31.0,gynoconazol 08%vaginal cream 30 gm,جينوكونازول 08 % cream مهبلي 30 g,جينوكونازول 0.8 % كريم مهبلي 30 جم GYNOCONAZOL 0.8%VAGINAL CREAM 30 GM,0.8%,CREAM
854,TRITACE 5 MG 14 TAB,تريتاس 5 مجم 14 قرص,57.0,tritace 5 mg 14 tablet,تريتاس 5 mg 14 tablet,تريتاس 5 مجم 14 قرص TRITACE 5 MG 14 TAB,5MG,
860,POWERECTA 10 MG 6 ORO-DISPERSIBLE TAB,باوريكتا 10 مجم 6 قرص أستحلاب,45.0,powerecta 10 mg 6 orodispersible tablet,باوريكتا 10 mg 6 tablet أستحلاب,باوريكتا 10 مجم 6 قرص أستحلاب POWERECTA 10 MG 6 ORO-DISPERSIBLE TAB,10MG,
1795,OCUGUARD 30 CAP,اوكيوجارد 30 كبسول,120.0,ocuguard 30 capsule,اوكيوجارد 30 كبسول,اوكيوجارد 30 كبسول OCUGUARD 30 CAP,,
869,DEXATOBRIN EYE DROPS 5 ML,ديكساتوبرين 5 مللى قطرة,26.0,dexatobrin eye drops 5 ml,ديكساتوبرين 5 مللى drops,ديكساتوبرين 5 مللى قطرة DEXATOBRIN EYE DROPS 5 ML,5ML,DROPS
1808,CLOBUTRA 0.05%CREAM 25 GM,كلوباترا 0.05 % كريم 25 جم,26.0,clobutra 005% cream 25 gm,كلوباترا 005 % cream 25 g,كلوباترا 0.05 % كريم 25 جم CLOBUTRA 0.05%CREAM 25 GM,0.05%,CREAM
